amplitude_cal,power,rabi_measured_no_ang,target power,rabi_des_no_cg,closest level,waist_size,cg_ang
0.1,0.00011746991129327182,454.09244469501573,0.00026988520132397505,688.2884651454572,0.15689655172413794,100,-0.45643546458763845
0.10517241379310345,0.00012995046911478162,477.60611813690093,0.00026988520132397505,688.2884651454572,0.15689655172413794,100,-0.45643546458763845
0.1103448275862069,0.00014205308261928997,499.35141738666596,0.00026988520132397505,688.2884651454572,0.15689655172413794,100,-0.45643546458763845
0.11551724137931035,0.0001541699161401187,520.2124883274452,0.00026988520132397505,688.2884651454572,0.15689655172413794,100,-0.45643546458763845
0.1206896551724138,0.00016863981089674588,544.0778039782812,0.00026988520132397505,688.2884651454572,0.15689655172413794,100,-0.45643546458763845
0.12586206896551724,0.0001822908139792676,565.6702617691806,0.00026988520132397505,688.2884651454572,0.15689655172413794,100,-0.45643546458763845
0.1310344827586207,0.00019721790004163068,588.3748772930712,0.00026988520132397505,688.2884651454572,0.15689655172413794,100,-0.45643546458763845
0.13620689655172413,0.00021197028535840877,609.9840061306271,0.00026988520132397505,688.2884651454572,0.15689655172413794,100,-0.45643546458763845
0.1413793103448276,0.00022669213016211383,630.8108830503686,0.00026988520132397505,688.2884651454572,0.15689655172413794,100,-0.45643546458763845
0.14655172413793105,0.00024137537546659786,650.9197318150556,0.00026988520132397505,688.2884651454572,0.15689655172413794,100,-0.45643546458763845
0.15172413793103448,0.0002571965527645957,671.9137481456364,0.00026988520132397505,688.2884651454572,0.15689655172413794,100,-0.45643546458763845
0.15689655172413794,0.0002724589357801162,691.5625764726119,0.00026988520132397505,688.2884651454572,0.15689655172413794,100,-0.45643546458763845
0.16206896551724137,0.0002876603650580799,710.5930725183144,0.00026988520132397505,688.2884651454572,0.15689655172413794,100,-0.45643546458763845
0.16724137931034483,0.00030656205175582046,733.5676192432824,0.00026988520132397505,688.2884651454572,0.15689655172413794,100,-0.45643546458763845
0.1724137931034483,0.00032368370376425966,753.7743816555926,0.00026988520132397505,688.2884651454572,0.15689655172413794,100,-0.45643546458763845
0.17758620689655175,0.0003392671510315,771.7059727986249,0.00026988520132397505,688.2884651454572,0.15689655172413794,100,-0.45643546458763845
0.18275862068965518,0.00035659200811858635,791.1644389363214,0.00026988520132397505,688.2884651454572,0.15689655172413794,100,-0.45643546458763845
0.1879310344827586,0.0003733418016043292,809.5324556442825,0.00026988520132397505,688.2884651454572,0.15689655172413794,100,-0.45643546458763845
0.19310344827586207,0.0003905386400517627,827.9668720090369,0.00026988520132397505,688.2884651454572,0.15689655172413794,100,-0.45643546458763845
0.19827586206896552,0.0004077801887255388,846.0460787189467,0.00026988520132397505,688.2884651454572,0.15689655172413794,100,-0.45643546458763845
0.20344827586206898,0.0004238553653731603,862.5609606830538,0.00026988520132397505,688.2884651454572,0.15689655172413794,100,-0.45643546458763845
0.20862068965517241,0.0004406823823527439,879.516112355406,0.00026988520132397505,688.2884651454572,0.15689655172413794,100,-0.45643546458763845
0.21379310344827587,0.00045378261339583837,892.4931296631437,0.00026988520132397505,688.2884651454572,0.15689655172413794,100,-0.45643546458763845
0.2189655172413793,0.0004665702306623213,904.9810146053669,0.00026988520132397505,688.2884651454572,0.15689655172413794,100,-0.45643546458763845
0.22413793103448276,0.00048031635725122996,918.2155517167558,0.00026988520132397505,688.2884651454572,0.15689655172413794,100,-0.45643546458763845
0.22931034482758622,0.0004969789453681918,934.0066120821783,0.00026988520132397505,688.2884651454572,0.15689655172413794,100,-0.45643546458763845
0.23448275862068965,0.0005064830025647796,942.8951312827165,0.00026988520132397505,688.2884651454572,0.15689655172413794,100,-0.45643546458763845
0.2396551724137931,0.0005196171947283982,955.0425313063004,0.00026988520132397505,688.2884651454572,0.15689655172413794,100,-0.45643546458763845
0.24482758620689657,0.0005336081047106153,967.8145886267235,0.00026988520132397505,688.2884651454572,0.15689655172413794,100,-0.45643546458763845
0.25,0.000547782533344505,980.5845488454496,0.00026988520132397505,688.2884651454572,0.15689655172413794,100,-0.45643546458763845
