amplitude_cal,power,rabi_measured_no_ang,target power,rabi_des_no_cg,closest level,waist_size,cg_ang
0.1,0.0010796462902504854,305.9209296091302,0.00910862554468416,888.5765876316732,0.3,450,0.3535533905932738
0.1105263157894737,0.0012823478659789226,333.4044319308483,0.00910862554468416,888.5765876316732,0.3,450,0.3535533905932738
0.12105263157894737,0.0015040940192510622,361.08207878510166,0.00910862554468416,888.5765876316732,0.3,450,0.3535533905932738
0.13157894736842107,0.0017234535508416139,386.5166737357152,0.00910862554468416,888.5765876316732,0.3,450,0.3535533905932738
0.14210526315789473,0.001953163521263967,411.4695902690995,0.00910862554468416,888.5765876316732,0.3,450,0.3535533905932738
0.15263157894736842,0.0021910238806646786,435.80478809236405,0.00910862554468416,888.5765876316732,0.3,450,0.3535533905932738
0.1631578947368421,0.00242678115699708,458.65248298045964,0.00910862554468416,888.5765876316732,0.3,450,0.3535533905932738
0.17368421052631577,0.002669831094054048,481.07228247762197,0.00910862554468416,888.5765876316732,0.3,450,0.3535533905932738
0.1842105263157895,0.00289611889106953,501.04488754602585,0.00910862554468416,888.5765876316732,0.3,450,0.3535533905932738
0.19473684210526315,0.003096285258652819,518.0705728504729,0.00910862554468416,888.5765876316732,0.3,450,0.3535533905932738
0.20526315789473684,0.0033003194671759155,534.8677742256966,0.00910862554468416,888.5765876316732,0.3,450,0.3535533905932738
0.21578947368421053,0.003481184108020066,549.3282553056923,0.00910862554468416,888.5765876316732,0.3,450,0.3535533905932738
0.22631578947368422,0.003615284907035927,559.8087803966494,0.00910862554468416,888.5765876316732,0.3,450,0.3535533905932738
0.2368421052631579,0.0037517933106668076,570.2796760799346,0.00910862554468416,888.5765876316732,0.3,450,0.3535533905932738
0.24736842105263157,0.0038565662194477573,578.1876863974436,0.00910862554468416,888.5765876316732,0.3,450,0.3535533905932738
0.2578947368421053,0.003947995491658477,585.0012120898922,0.00910862554468416,888.5765876316732,0.3,450,0.3535533905932738
0.26842105263157895,0.003999355151428677,588.7940707750032,0.00910862554468416,888.5765876316732,0.3,450,0.3535533905932738
0.2789473684210526,0.0040528364320349345,592.7178140745334,0.00910862554468416,888.5765876316732,0.3,450,0.3535533905932738
0.2894736842105263,0.004085816459353856,595.1245535608958,0.00910862554468416,888.5765876316732,0.3,450,0.3535533905932738
0.3,0.004109058139736687,596.8148008541023,0.00910862554468416,888.5765876316732,0.3,450,0.3535533905932738
