voltage,power_flip,power_target,timestamp
0.0,4.44713606e-07,-9.43951989e-07,1760450361.6523943
0.13793103448275862,4.52777113e-06,-1.28589261e-06,1760450371.6745234
0.27586206896551724,1.74168272e-05,7.45844e-06,1760450381.687943
0.41379310344827586,3.99819e-05,1.7068005e-05,1760450391.707939
0.5517241379310345,6.93461843e-05,3.00195461e-05,1760450401.722398
0.6896551724137931,0.000104410283,4.59915209e-05,1760450411.7299576
0.8275862068965517,0.000149250598,6.79937148e-05,1760450421.742572
0.9655172413793103,0.000202460171,9.00370142e-05,1760450431.7681625
1.103448275862069,0.000257259817,0.000113236165,1760450441.7904387
1.2413793103448276,0.000316635851,0.000136310104,1760450451.8141427
1.3793103448275863,0.000368480309,0.000166685277,1760450461.8422935
1.5172413793103448,0.000438994641,0.000191921645,1760450471.8591256
1.6551724137931034,0.000497571775,0.000216271845,1760450481.8822799
1.793103448275862,0.000553969177,0.000242028342,1760450491.900138
1.9310344827586206,0.000615648925,0.000266917981,1760450501.9133344
2.0689655172413794,0.000668493914,0.000287935429,1760450511.9335346
2.206896551724138,0.000700055156,0.000303476991,1760450521.9432452
2.3448275862068964,0.000718220894,0.000315835059,1760450531.9672005
2.4827586206896552,0.000745539262,0.000328814524,1760450541.982582
2.6206896551724137,0.00075926818,0.000334449316,1760450551.9911687
2.7586206896551726,0.000779776426,0.000337175239,1760450562.0114918
2.896551724137931,0.000789394486,0.000346099492,1760450572.018773
3.0344827586206895,0.000793257263,0.000347972935,1760450582.0442748
3.1724137931034484,0.000820839428,0.000357836339,1760450592.0720792
3.310344827586207,0.000815557141,0.000356150675,1760450602.0935419
3.4482758620689653,0.000818171189,0.000355813536,1760450612.1184375
3.586206896551724,0.000834746752,0.000358226389,1760450622.1409101
3.7241379310344827,0.000825221767,0.000361433951,1760450632.1579752
3.862068965517241,0.000835693092,0.000358746562,1760450642.1749928
4.0,0.000820133428,0.000364728185,1760450652.198762
0.0,4.22534242e-07,-2.37433369e-06,1760450662.229767
0.13793103448275862,4.07750258e-06,1.38222538e-06,1760450672.263236
0.27586206896551724,1.6731592e-05,6.48728974e-06,1760450682.2876518
0.41379310344827586,3.93904302e-05,1.69149389e-05,1760450692.3056164
0.5517241379310345,6.83812395e-05,2.96686449e-05,1760450702.3323116
0.6896551724137931,0.000104348233,4.55092231e-05,1760450712.3629165
0.8275862068965517,0.000146939157,6.48343557e-05,1760450722.3925207
0.9655172413793103,0.000198364767,8.59963038e-05,1760450732.4092963
1.103448275862069,0.000253893522,0.000109696339,1760450742.4321425
1.2413793103448276,0.00030533463,0.000132139379,1760450752.460018
1.3793103448275863,0.000371699251,0.000152333276,1760450762.4923108
1.5172413793103448,0.000431525143,0.000190558669,1760450772.517399
1.6551724137931034,0.000487961428,0.000216739005,1760450782.5443366
1.793103448275862,0.00054865604,0.000242105423,1760450792.5683677
1.9310344827586206,0.000606286805,0.000264182425,1760450802.5870883
2.0689655172413794,0.000657371071,0.000288701209,1760450812.6150126
2.206896551724138,0.000701172103,0.000302605273,1760450822.6352954
2.3448275862068964,0.000727109844,0.000318888517,1760450832.6552901
2.4827586206896552,0.000732741086,0.000321412168,1760450842.6745093
2.6206896551724137,0.00075500214,0.000330394163,1760450852.6980393
2.7586206896551726,0.000762882817,0.000333115255,1760450862.7266395
2.896551724137931,0.000788750709,0.000343623979,1760450872.7478046
3.0344827586206895,0.000788967882,0.000346561807,1760450882.7806835
3.1724137931034484,0.000800943992,0.000349653768,1760450892.810098
3.310344827586207,0.00081928802,0.000355409022,1760450902.8306549
3.4482758620689653,0.000822522503,0.000353838957,1760450912.8626902
3.586206896551724,0.000814967672,0.00036420321,1760450922.8928316
3.7241379310344827,0.000820847054,0.000361385784,1760450932.9095101
3.862068965517241,0.000833373866,0.00036301362,1760450942.9386134
4.0,0.000824740855,0.000361318351,1760450952.9644518
